;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
809;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;f;good
810;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;f;good
811;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152;5,007132746;80000.0;?;good
812;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,131298;83,40092014;f;f;good
813;b;57,42;8.5;u;g;e;h;7.0;t;t;3;f;g;f;f;?;217,1066179;48,22554383;f;?;good
814;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725822;25,20270241;320000.0;?;good
815;b;32,67;5.5;u;g;q;h;5.5;t;t;12;t;g;408.0;1000;?;125,4369745;30,43434566;408000.0;f;good
816;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645263;10,68037222;220000.0;?;good
817;b;41,5;1.54;u;g;i;bb;3.5;b;f;f;f;g;216.0;f;?;158,1927485;7,470288879;216000.0;f;good
818;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924;6,484371526;300000.0;f;good
819;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,9001384;13,79642523;211000.0;f;good
820;a;58,33;10.0;u;g;q;v;4.0;t;t;14;f;g;f;1602;?;220,4438209;53,40828488;f;f;good
821;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666723;2,67751245;440000.0;?;good
822;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806;123,449825;450000.0;?;good
823;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344;4,418577803;128000.0;f;good
824;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
825;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;?;good
826;b;24,33;6.625;y;p;d;v;5.5;t;f;f;t;s;100.0;f;?;94,6690574;36,88394379;100000.0;f;good
827;b;39,5;4.25;u;g;c;bb;6.5;t;t;16;f;g;117.0;1210;?;149,6296172;24,50559062;117000.0;f;good
828;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,01284547;0,297555636;500000.0;f;good
829;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;f;good
830;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,603228;64,22885615;f;?;good
831;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535754;69,68027663;140000.0;f;good
832;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,1327587;1,605772213;232000.0;f;good
833;b;41,5;1.54;u;g;i;bb;3.5;b;f;f;f;g;216.0;f;?;158,1927485;7,470288879;216000.0;f;good
834;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735;63,20439123;f;f;good
835;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175297;51,15756979;60000.0;f;good
836;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,1501508;16,9903815;?;?;good
837;a;15,83;0.585;u;g;c;h;1.5;t;t;2;f;g;100.0;f;?;57,05587082;3,137468987;100000.0;f;good
838;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;?;177,2729492;18,64143363;519000.0;f;good
839;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,8489213;40,07103339;360000.0;f;good
840;b;27,75;0.585;y;p;cc;v;0.25;t;t;2;f;g;260.0;500;?;102,4198032;1,014527645;260000.0;f;good
841;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,8801444;117,0437714;f;f;good
842;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,2640376;121,4989559;f;?;good
843;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,3365486;77,42511685;f;f;good
844;a;17,83;11.0;u;g;x;h;t;t;t;11;f;g;f;3000;?;69,40477289;61,38844002;f;f;good
845;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;?;183,2400637;1,631108008;380000.0;f;good
846;b;25;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,15118376;70,13171065;20000.0;f;good
847;a;36;t;u;g;c;v;2.0;t;t;11;f;g;f;456;?;136,2277365;4,137923911;f;?;good
848;a;41,17;6.5;u;g;q;v;0.5;t;t;3;t;g;145.0;f;?;156,2755601;37,52466376;145000.0;f;good
849;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878913;8,890198728;f;?;good
850;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716;63,77832786;160000.0;f;good
851;b;27,83;1.5;u;g;w;v;2.0;t;t;11;t;g;434.0;35;?;101,1736509;9,375961618;434000.0;f;good
852;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,1327587;1,605772213;232000.0;?;good
853;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645263;10,68037222;220000.0;f;good
854;b;42;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,3136047;54,63192244;f;?;good
855;b;29,67;1.415;u;g;w;h;0.75;t;t;t;f;g;240.0;100;?;112,2530577;6,604351225;240000.0;?;good
856;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,7817501;19,81596346;181000.0;f;good
857;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
858;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,5354315;27,88597604;144000.0;?;good
859;b;23,08;2.5;u;g;c;v;1.085;t;t;11;t;g;60.0;2184;?;85,98802018;13,23465219;60000.0;f;good
860;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166;0,713278953;?;f;good
861;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739;36,09441918;93000.0;f;good
862;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;f;good
863;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,1182235;31,32281807;228000.0;f;good
864;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,9425698;0,578708558;202000.0;f;good
865;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725822;25,20270241;320000.0;f;good
866;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973;12,05192681;120000.0;f;good
867;b;48,75;8.5;u;g;c;h;12.5;t;t;9;f;g;181.0;1655;?;182,714688;48,56414696;181000.0;f;good
868;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,8801444;117,0437714;f;?;good
869;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,1629178;8,04533773;100000.0;f;good
870;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866026;5,467007747;f;f;good
871;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290102;37,08885932;350000.0;f;good
872;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,7269588;62,18902213;22000.0;f;good
873;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,3979041;32,24694782;399000.0;f;good
874;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,6939936;24,83805932;711000.0;?;good
875;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,60435899;9,248474863;395000.0;f;good
876;b;42;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,3047606;1,146294445;400000.0;f;good
877;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;f;good
878;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344;4,418577803;128000.0;f;good
879;a;22,58;10.75;u;g;q;v;0.415;t;t;5;t;g;f;560;?;87,34685887;59,29976911;f;f;good
880;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735;63,20439123;f;f;good
881;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426;12,71888071;410000.0;f;good
882;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329;63,28615025;100000.0;f;good
883;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,87030244;31,11146096;120000.0;f;good
884;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914678;5,452863111;333000.0;f;good
885;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;?;good
886;b;54,42;0.5;y;p;k;h;3.96;t;f;f;f;g;180.0;314;?;207,1789377;2,335946015;180000.0;f;good
887;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138;29,03614805;f;f;good
888;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;f;good
889;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571829;5,843791547;510000.0;f;good
890;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;f;good
891;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,7725598;34,30025725;f;f;good
892;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175297;51,15756979;60000.0;f;good
893;a;41;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063653;10,40764622;455000.0;f;good
894;b;25;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968;62,17276776;200000.0;f;good
895;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,0754031;15,75715289;f;?;good
896;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;f;good
897;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;f;good
898;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237156;13,42583142;370000.0;?;good
899;b;20,42;1.835;u;g;c;v;2.25;t;t;t;f;g;100.0;150;?;74,26174717;10,67288103;100000.0;f;good
900;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;?;77,79184881;8,615701696;150000.0;f;good
901;a;27,42;14.5;u;g;x;h;3.085;t;t;t;f;g;120.0;11;?;106,2707349;83,52617976;120000.0;f;good
902;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,9001384;13,79642523;211000.0;f;good
903;b;34,92;2.5;u;g;w;v;f;t;f;f;t;g;239.0;200;?;131,0946658;14,03609657;239000.0;f;good
904;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,4623247;1,22141391;f;f;good
905;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,9673613;25,92760238;70000.0;f;good
906;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175297;51,15756979;60000.0;f;good
907;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,4396463;52,6641007;f;f;good
908;a;41;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063653;10,40764622;455000.0;f;good
909;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,60435899;9,248474863;395000.0;f;good
910;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;f;good
911;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;f;good
912;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;?;good
913;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,5878875;37,35598082;f;f;good
914;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957;42,22047003;?;?;good
915;a;23,25;5.875;u;g;q;v;3.17;t;t;10;f;g;120.0;245;?;86,46113984;31,69441092;120000.0;f;good
916;b;27;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902876;8,317887874;260000.0;f;good
917;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,131298;83,40092014;f;?;good
918;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,2640376;121,4989559;f;f;good
919;b;32;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,4336945;9,021971381;393000.0;?;good
920;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,5349078;24,22093921;f;f;good
921;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;f;good
922;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,1182235;31,32281807;228000.0;f;good
923;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735;63,20439123;f;f;good
924;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;?;good
925;b;29,67;1.415;u;g;w;h;0.75;t;t;t;f;g;240.0;100;?;112,2530577;6,604351225;240000.0;f;good
926;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,6329562;26,81451721;470000.0;f;good
927;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050416;42,6489678;80000.0;f;good
928;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,1501508;16,9903815;?;f;good
929;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;f;good
930;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;f;good
931;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,6876675;11,07716799;50000.0;f;good
932;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;f;good
933;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;f;good
934;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;f;good
935;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,5354315;27,88597604;144000.0;?;good
936;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,683026;17,99656465;180000.0;?;good
937;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;f;good
938;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,3365486;77,42511685;f;f;good
939;b;28;2.0;u;g;k;h;4.165;t;t;2;t;g;181.0;f;?;107,5762054;11,61233555;181000.0;?;good
940;a;47,75;8.0;u;g;c;v;7.875;t;t;6;t;g;f;1260;?;178,2823834;45,69310034;f;f;good
941;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163231;62,03126885;100000.0;f;good
942;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,3403224;93,52989342;21000.0;?;good
943;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,6280935;8,226413429;260000.0;f;good
944;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737864;7,493867821;300000.0;f;good
945;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;f;good
946;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,9258591;52,51724107;381000.0;f;good
947;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013;61,46330218;121000.0;f;good
948;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;?;good
949;b;41,5;1.54;u;g;i;bb;3.5;b;f;f;f;g;216.0;f;?;158,1927485;7,470288879;216000.0;f;good
950;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,8801444;117,0437714;f;f;good
951;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,7391151;12,70925434;370000.0;f;good
952;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,683026;17,99656465;180000.0;f;good
953;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,8557312;56,83316539;520000.0;?;good
954;b;32;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,4336945;9,021971381;393000.0;?;good
955;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050416;42,6489678;80000.0;f;good
956;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;f;good
957;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152;5,007132746;80000.0;f;good
958;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,6062531;25,40964536;43000.0;?;good
959;b;25;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968;62,17276776;200000.0;f;good
960;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;?;good
961;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,7676556;22,08807222;320000.0;f;good
962;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,2640376;121,4989559;f;f;good
963;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;f;good
964;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535754;69,68027663;140000.0;f;good
965;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,8489213;40,07103339;360000.0;?;good
966;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;?;good
967;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571829;5,843791547;510000.0;?;good
968;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;?;73,43702356;53,26096595;100000.0;?;good
969;b;39,5;4.25;u;g;c;bb;6.5;t;t;16;f;g;117.0;1210;?;149,6296172;24,50559062;117000.0;f;good
970;a;57,08;19.5;u;g;c;v;5.5;t;t;7;f;g;f;3000;?;217,1718806;108,5997768;f;f;good
971;a;23;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408414;66,35546474;300000.0;?;good
972;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,4324456;39,40851858;f;f;good
973;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;f;good
974;b;18;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,289158;0,71504859;200000.0;f;good
975;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,9425698;0,578708558;202000.0;f;good
976;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,1182235;31,32281807;228000.0;f;good
977;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,2030922;2,970301096;300000.0;f;good
978;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,6329562;26,81451721;470000.0;f;good
979;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;f;good
980;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,1275726;10,84876038;399000.0;f;good
981;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,7198497;0,453010332;?;f;good
982;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737864;7,493867821;300000.0;?;good
983;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,53858102;2,979437876;f;f;good
984;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,7198497;0,453010332;?;f;good
985;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;f;good
986;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,0754031;15,75715289;f;?;good
987;b;23,25;4.0;u;g;c;bb;0.25;t;f;f;t;g;160.0;f;?;89,76743426;21,77918836;160000.0;f;good
988;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806;123,449825;450000.0;?;good
989;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,7198497;0,453010332;?;f;good
990;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,6177786;89,44064027;250000.0;f;good
991;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;f;good
992;b;27;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902876;8,317887874;260000.0;?;good
993;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;f;good
994;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,1327587;1,605772213;232000.0;f;good
995;b;25,17;3.5;u;g;cc;v;0.625;t;t;7;f;g;f;7059;?;92,96459239;19,78938754;f;?;good
996;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,8829577;63,99823289;80000.0;f;good
997;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138;29,03614805;f;f;good
998;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,3979041;32,24694782;399000.0;f;good
999;b;42,08;1.04;u;g;w;v;5.0;t;t;6;t;g;500.0;10000;?;157,7203615;5,314717778;500000.0;f;good
1000;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,4284342;26,03645629;311000.0;f;good
1001;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498225;47,08881792;160000.0;?;good
1002;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1003;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,7391151;12,70925434;370000.0;f;good
1004;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,8414027;37,49257501;f;f;good
1005;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;f;good
1006;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,6876675;11,07716799;50000.0;f;good
1007;a;56,5;16.0;u;g;j;ff;f;t;t;15;f;g;f;247;?;215,3822668;89,03659908;f;f;good
1008;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,5249048;26,20066382;f;f;good
1009;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;?;good
1010;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,3365486;77,42511685;f;f;good
1011;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;?;good
1012;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793817;3,264361774;f;f;good
1013;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,3012709;1,653224811;f;f;good
1014;b;56;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,0427104;70,05543362;24000.0;f;good
1015;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;f;good
1016;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725822;25,20270241;320000.0;f;good
1017;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;?;good
1018;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739;36,09441918;93000.0;f;good
1019;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,4623247;1,22141391;f;?;good
1020;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;?;good
1021;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,1695277;79,15622019;70000.0;f;good
1022;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,7578394;157,8885115;f;?;good
1023;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866026;5,467007747;f;f;good
1024;b;18;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,289158;0,71504859;200000.0;?;good
1025;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013;61,46330218;121000.0;f;good
1026;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,8594658;13,02908846;160000.0;f;good
1027;a;27,42;14.5;u;g;x;h;3.085;t;t;t;f;g;120.0;11;?;106,2707349;83,52617976;120000.0;f;good
1028;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,53858102;2,979437876;f;?;good
1029;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050416;42,6489678;80000.0;?;good
1030;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152;5,007132746;80000.0;f;good
1031;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758426;71,2004779;73000.0;f;good
1032;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138;29,03614805;f;f;good
